ref	query	key	label	auc	optimal threshold
primary_somatosensory_cortex	velmeshev_PFC	rachel_subclass	Microglia	1.0	0.993066373127294
primary_somatosensory_cortex	velmeshev_PFC	rachel_subclass	Endothelial	0.9659221658206429	0.0856233272819481
primary_somatosensory_cortex	velmeshev_PFC	rachel_subclass	SST	0.981067821067821	0.827490009982514
primary_somatosensory_cortex	velmeshev_PFC	rachel_subclass	Astrocyte	0.9949905303030304	0.355435399031522
primary_somatosensory_cortex	velmeshev_PFC	rachel_subclass	PVALB	0.9123707887745305	0.139109096822202
primary_somatosensory_cortex	velmeshev_PFC	rachel_subclass	Oligodendrocyte	0.9994064982621649	0.925815454849023
primary_somatosensory_cortex	velmeshev_PFC	rachel_subclass	VIP	0.8821256637533833	0.015020533805184
primary_somatosensory_cortex	velmeshev_PFC	rachel_subclass	OPC	0.9987022637125723	0.377623049895153
primary_somatosensory_cortex	velmeshev_PFC	rachel_subclass	LAMP5	0.9684006605691057	0.421200655107145
primary_somatosensory_cortex	velmeshev_PFC	rachel_subclass	L2/3-6 IT	0.9750389812889814	0.492810247833829
