query	reference	label	f1_score	macro_f1	micro_f1	weighted_f1	key	cutoff
lim_Cingulate	Whole_Taxonomy_-_MTG_Seattle_Alzheimers_Disease_Atlas_SEA-AD	Oligodendrocyte	0.9523809523809523	0.34064829969085286		0.6840032789959423	rachel_subclass	0.0
lim_Cingulate	Whole_Taxonomy_-_MTG_Seattle_Alzheimers_Disease_Atlas_SEA-AD	L6b	nan	0.34064829969085286		0.6840032789959423	rachel_subclass	0.0
lim_Cingulate	Whole_Taxonomy_-_MTG_Seattle_Alzheimers_Disease_Atlas_SEA-AD	Chandelier	nan	0.34064829969085286		0.6840032789959423	rachel_subclass	0.0
lim_Cingulate	Whole_Taxonomy_-_MTG_Seattle_Alzheimers_Disease_Atlas_SEA-AD	SNCG	nan	0.34064829969085286		0.6840032789959423	rachel_subclass	0.0
lim_Cingulate	Whole_Taxonomy_-_MTG_Seattle_Alzheimers_Disease_Atlas_SEA-AD	OPC	0.8	0.34064829969085286		0.6840032789959423	rachel_subclass	0.0
lim_Cingulate	Whole_Taxonomy_-_MTG_Seattle_Alzheimers_Disease_Atlas_SEA-AD	Glutamatergic	0.7142857142857143	0.34064829969085286		0.6840032789959423	rachel_subclass	0.0
lim_Cingulate	Whole_Taxonomy_-_MTG_Seattle_Alzheimers_Disease_Atlas_SEA-AD	unknown	nan	0.34064829969085286		0.6840032789959423	rachel_subclass	0.0
lim_Cingulate	Whole_Taxonomy_-_MTG_Seattle_Alzheimers_Disease_Atlas_SEA-AD	L5 6 NP	nan	0.34064829969085286		0.6840032789959423	rachel_subclass	0.0
lim_Cingulate	Whole_Taxonomy_-_MTG_Seattle_Alzheimers_Disease_Atlas_SEA-AD	Astrocyte	0.875	0.34064829969085286		0.6840032789959423	rachel_subclass	0.0
lim_Cingulate	Whole_Taxonomy_-_MTG_Seattle_Alzheimers_Disease_Atlas_SEA-AD	L6 CT	nan	0.34064829969085286		0.6840032789959423	rachel_subclass	0.0
