	assay	cell_type	tissue	tissue_general	suspension_type	disease	dataset_id	development_stage	soma_joinid	soma_joinidy	citation	collection_id	collection_name	collection_doi	dataset_version_id	dataset_title	dataset_h5ad_path	dataset_total_cell_count	rachel_subclass	rachel_class	rachel_family
0	Smart-seq v4	L2/3-6 intratelencephalic projecting glutamatergic neuron	middle temporal gyrus	brain	nucleus	normal	a5d5c529-8a1f-40b5-bda3-35208970070d	54-year-old human stage	27231058	709	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/77a91ab6-4fcc-428d-b719-a3f1238df262.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	77a91ab6-4fcc-428d-b719-a3f1238df262	Human Multiple Cortical Areas SMART-seq	a5d5c529-8a1f-40b5-bda3-35208970070d.h5ad	49417	L2/3-6 IT	L2/3-6 IT	Glutamatergic
1	Smart-seq v4	astrocyte	middle temporal gyrus	brain	nucleus	normal	a5d5c529-8a1f-40b5-bda3-35208970070d	54-year-old human stage	27231070	709	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/77a91ab6-4fcc-428d-b719-a3f1238df262.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	77a91ab6-4fcc-428d-b719-a3f1238df262	Human Multiple Cortical Areas SMART-seq	a5d5c529-8a1f-40b5-bda3-35208970070d.h5ad	49417	Astrocyte	Astrocyte	Non-neuron
2	Smart-seq v4	vip GABAergic cortical interneuron	middle temporal gyrus	brain	nucleus	normal	a5d5c529-8a1f-40b5-bda3-35208970070d	54-year-old human stage	27231133	709	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/77a91ab6-4fcc-428d-b719-a3f1238df262.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	77a91ab6-4fcc-428d-b719-a3f1238df262	Human Multiple Cortical Areas SMART-seq	a5d5c529-8a1f-40b5-bda3-35208970070d.h5ad	49417	VIP	CGE	GABAergic
3	Smart-seq v4	oligodendrocyte precursor cell	middle temporal gyrus	brain	nucleus	normal	a5d5c529-8a1f-40b5-bda3-35208970070d	54-year-old human stage	27232267	709	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/77a91ab6-4fcc-428d-b719-a3f1238df262.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	77a91ab6-4fcc-428d-b719-a3f1238df262	Human Multiple Cortical Areas SMART-seq	a5d5c529-8a1f-40b5-bda3-35208970070d.h5ad	49417	OPC	Oligodendrocyte lineage	Non-neuron
4	Smart-seq v4	caudal ganglionic eminence derived GABAergic cortical interneuron	middle temporal gyrus	brain	nucleus	normal	a5d5c529-8a1f-40b5-bda3-35208970070d	54-year-old human stage	27232996	709	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/77a91ab6-4fcc-428d-b719-a3f1238df262.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	77a91ab6-4fcc-428d-b719-a3f1238df262	Human Multiple Cortical Areas SMART-seq	a5d5c529-8a1f-40b5-bda3-35208970070d.h5ad	49417	CGE	CGE	GABAergic
5	Smart-seq v4	caudal ganglionic eminence derived GABAergic cortical interneuron	middle temporal gyrus	brain	nucleus	normal	a5d5c529-8a1f-40b5-bda3-35208970070d	54-year-old human stage	27233006	709	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/77a91ab6-4fcc-428d-b719-a3f1238df262.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	77a91ab6-4fcc-428d-b719-a3f1238df262	Human Multiple Cortical Areas SMART-seq	a5d5c529-8a1f-40b5-bda3-35208970070d.h5ad	49417	CGE	CGE	GABAergic
6	Smart-seq v4	L6b glutamatergic cortical neuron	middle temporal gyrus	brain	nucleus	normal	a5d5c529-8a1f-40b5-bda3-35208970070d	43-year-old human stage	27233619	709	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/77a91ab6-4fcc-428d-b719-a3f1238df262.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	77a91ab6-4fcc-428d-b719-a3f1238df262	Human Multiple Cortical Areas SMART-seq	a5d5c529-8a1f-40b5-bda3-35208970070d.h5ad	49417	L6b	deep layer non-IT	Glutamatergic
7	Smart-seq v4	vip GABAergic cortical interneuron	middle temporal gyrus	brain	nucleus	normal	a5d5c529-8a1f-40b5-bda3-35208970070d	43-year-old human stage	27234800	709	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/77a91ab6-4fcc-428d-b719-a3f1238df262.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	77a91ab6-4fcc-428d-b719-a3f1238df262	Human Multiple Cortical Areas SMART-seq	a5d5c529-8a1f-40b5-bda3-35208970070d.h5ad	49417	VIP	CGE	GABAergic
8	Smart-seq v4	microglial cell	middle temporal gyrus	brain	nucleus	normal	a5d5c529-8a1f-40b5-bda3-35208970070d	43-year-old human stage	27234803	709	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/77a91ab6-4fcc-428d-b719-a3f1238df262.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	77a91ab6-4fcc-428d-b719-a3f1238df262	Human Multiple Cortical Areas SMART-seq	a5d5c529-8a1f-40b5-bda3-35208970070d.h5ad	49417	Microglia	Microglia	Non-neuron
9	Smart-seq v4	caudal ganglionic eminence derived GABAergic cortical interneuron	middle temporal gyrus	brain	nucleus	normal	a5d5c529-8a1f-40b5-bda3-35208970070d	43-year-old human stage	27234902	709	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/77a91ab6-4fcc-428d-b719-a3f1238df262.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	77a91ab6-4fcc-428d-b719-a3f1238df262	Human Multiple Cortical Areas SMART-seq	a5d5c529-8a1f-40b5-bda3-35208970070d.h5ad	49417	CGE	CGE	GABAergic
