	assay	cell_type	tissue	tissue_general	suspension_type	disease	dataset_id	development_stage	soma_joinid	soma_joinidy	citation	collection_id	collection_name	collection_doi	dataset_version_id	dataset_title	dataset_h5ad_path	dataset_total_cell_count	rachel_subclass	rachel_class	rachel_family
0	10x 3' v3	chandelier pvalb GABAergic cortical interneuron	dorsolateral prefrontal cortex	brain	nucleus	normal	6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3	80 year-old and over human stage	73028464	809	Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/b0cbf861-edd3-4add-a09a-c8698ed0cedf.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	b0cbf861-edd3-4add-a09a-c8698ed0cedf	Whole Taxonomy - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD)	6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3.h5ad	1309414	Chandelier	MGE	GABAergic
1	10x 3' v3	oligodendrocyte precursor cell	dorsolateral prefrontal cortex	brain	nucleus	normal	6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3	80 year-old and over human stage	73045172	809	Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/b0cbf861-edd3-4add-a09a-c8698ed0cedf.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	b0cbf861-edd3-4add-a09a-c8698ed0cedf	Whole Taxonomy - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD)	6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3.h5ad	1309414	OPC	Oligodendrocyte lineage	Non-neuron
2	10x 3' v3	L2/3-6 intratelencephalic projecting glutamatergic neuron	dorsolateral prefrontal cortex	brain	nucleus	normal	6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3	80 year-old and over human stage	73067184	809	Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/b0cbf861-edd3-4add-a09a-c8698ed0cedf.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	b0cbf861-edd3-4add-a09a-c8698ed0cedf	Whole Taxonomy - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD)	6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3.h5ad	1309414	L2/3-6 IT	L2/3-6 IT	Glutamatergic
3	10x 3' v3	lamp5 GABAergic cortical interneuron	dorsolateral prefrontal cortex	brain	nucleus	normal	6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3	80 year-old and over human stage	73076194	809	Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/b0cbf861-edd3-4add-a09a-c8698ed0cedf.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	b0cbf861-edd3-4add-a09a-c8698ed0cedf	Whole Taxonomy - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD)	6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3.h5ad	1309414	LAMP5	CGE	GABAergic
4	10x 3' v3	sst GABAergic cortical interneuron	dorsolateral prefrontal cortex	brain	nucleus	normal	6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3	80 year-old and over human stage	73078118	809	Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/b0cbf861-edd3-4add-a09a-c8698ed0cedf.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	b0cbf861-edd3-4add-a09a-c8698ed0cedf	Whole Taxonomy - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD)	6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3.h5ad	1309414	SST	MGE	GABAergic
5	10x 3' v3	sncg GABAergic cortical interneuron	dorsolateral prefrontal cortex	brain	nucleus	normal	6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3	80 year-old and over human stage	73082468	809	Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/b0cbf861-edd3-4add-a09a-c8698ed0cedf.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	b0cbf861-edd3-4add-a09a-c8698ed0cedf	Whole Taxonomy - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD)	6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3.h5ad	1309414	SNCG	CGE	GABAergic
6	10x 3' v3	oligodendrocyte	dorsolateral prefrontal cortex	brain	nucleus	normal	6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3	72-year-old human stage	73104283	809	Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/b0cbf861-edd3-4add-a09a-c8698ed0cedf.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	b0cbf861-edd3-4add-a09a-c8698ed0cedf	Whole Taxonomy - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD)	6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3.h5ad	1309414	Oligodendrocyte	Oligodendrocyte lineage	Non-neuron
7	10x 3' v3	sncg GABAergic cortical interneuron	dorsolateral prefrontal cortex	brain	nucleus	normal	6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3	88-year-old human stage	73120859	809	Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/b0cbf861-edd3-4add-a09a-c8698ed0cedf.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	b0cbf861-edd3-4add-a09a-c8698ed0cedf	Whole Taxonomy - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD)	6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3.h5ad	1309414	SNCG	CGE	GABAergic
8	10x 3' v3	cerebral cortex endothelial cell	dorsolateral prefrontal cortex	brain	nucleus	normal	6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3	80 year-old and over human stage	73139367	809	Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/b0cbf861-edd3-4add-a09a-c8698ed0cedf.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	b0cbf861-edd3-4add-a09a-c8698ed0cedf	Whole Taxonomy - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD)	6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3.h5ad	1309414	Endothelial	Vascular	Non-neuron
9	10x 3' v3	pvalb GABAergic cortical interneuron	dorsolateral prefrontal cortex	brain	nucleus	normal	6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3	80 year-old and over human stage	73158397	809	Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/b0cbf861-edd3-4add-a09a-c8698ed0cedf.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	b0cbf861-edd3-4add-a09a-c8698ed0cedf	Whole Taxonomy - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD)	6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3.h5ad	1309414	PVALB	MGE	GABAergic
