task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	06/331125	315119	getCensusAdata	CACHED	0	2025-01-31 17:22:53.276	7m 9s	7m 5s	-	-	-	-	-
3	90/d89592	315118	runSetup	CACHED	0	2025-01-31 17:22:53.251	1m 4s	1m	-	-	-	-	-
1	e2/3e3f22	318887	save_params_to_file	CACHED	0	2025-02-01 08:54:07.353	4s	3ms	-	-	-	-	-
48	2e/a533d9	315160	mapQuery (35)	CACHED	0	2025-01-31 17:27:32.889	1m 5s	1m	-	-	-	-	-
39	c7/fd1708	315123	mapQuery (26)	CACHED	0	2025-01-31 17:23:58.229	1m 4s	1m	-	-	-	-	-
18	8a/f15f06	315224	h5adConvertRefs (4)	CACHED	0	2025-01-31 17:35:07.767	1m 5s	1m	-	-	-	-	-
26	6a/d496a6	315221	h5adConvertRefs (7)	CACHED	0	2025-01-31 17:34:52.715	1m 5s	1m	-	-	-	-	-
29	1b/50f19e	315211	h5adConvertRefs (8)	CACHED	0	2025-01-31 17:33:47.665	1m 5s	1m	-	-	-	-	-
15	aa/550496	315209	h5adConvertRefs (3)	CACHED	0	2025-01-31 17:33:27.678	1m 5s	1m	-	-	-	-	-
6	be/8806de	315210	h5adConvertRefs (1)	CACHED	0	2025-01-31 17:33:27.708	1m 5s	60s	-	-	-	-	-
24	ad/92b066	315223	h5adConvertRefs (6)	CACHED	0	2025-01-31 17:35:07.688	1m 5s	1m	-	-	-	-	-
33	2f/0ac7a2	315227	h5adConvertRefs (10)	CACHED	0	2025-01-31 17:35:07.873	1m 5s	1m	-	-	-	-	-
31	0c/658b54	315218	h5adConvertRefs (9)	CACHED	0	2025-01-31 17:34:32.745	1m 5s	1m	-	-	-	-	-
21	c6/6d09af	315225	h5adConvertRefs (5)	CACHED	0	2025-01-31 17:35:07.802	1m 5s	1m	-	-	-	-	-
11	b9/72ba41	315129	mapQuery (6)	CACHED	0	2025-01-31 17:23:58.542	1m 9s	1m 5s	-	-	-	-	-
28	f6/8320ca	315159	mapQuery (18)	CACHED	0	2025-01-31 17:27:32.839	1m 5s	1m	-	-	-	-	-
57	2c/164351	315139	mapQuery (44)	CACHED	0	2025-01-31 17:25:39.242	1m 3s	1m	-	-	-	-	-
9	0b/2c0031	315212	h5adConvertRefs (2)	CACHED	0	2025-01-31 17:33:57.671	1m 5s	59.9s	-	-	-	-	-
55	db/63df58	315141	mapQuery (42)	CACHED	0	2025-01-31 17:25:39.481	1m 3s	1m	-	-	-	-	-
16	7e/767361	315133	mapQuery (10)	CACHED	0	2025-01-31 17:24:33.115	1m 5s	1m	-	-	-	-	-
41	47/e23d8f	315162	mapQuery (28)	CACHED	0	2025-01-31 17:28:02.826	1m 5s	1m	-	-	-	-	-
42	3e/a7b009	315121	mapQuery (29)	CACHED	0	2025-01-31 17:23:58.014	34.6s	30s	-	-	-	-	-
52	19/95f66f	315163	mapQuery (39)	CACHED	0	2025-01-31 17:28:02.907	1m 5s	1m	-	-	-	-	-
43	ef/6bef82	315146	mapQuery (30)	CACHED	0	2025-01-31 17:26:07.934	1m 5s	1m	-	-	-	-	-
23	23/c0184d	315154	mapQuery (15)	CACHED	0	2025-01-31 17:27:12.854	49.8s	45.1s	-	-	-	-	-
34	57/aa2a48	315125	mapQuery (21)	CACHED	0	2025-01-31 17:23:58.348	1m 4s	1m	-	-	-	-	-
10	9b/6cc270	315153	mapQuery (2)	CACHED	0	2025-01-31 17:27:12.792	49.9s	45.1s	-	-	-	-	-
19	d8/c65792	315152	mapQuery (12)	CACHED	0	2025-01-31 17:27:12.672	50s	45.1s	-	-	-	-	-
14	da/7412bc	315149	mapQuery (9)	CACHED	0	2025-01-31 17:26:42.768	49.8s	45s	-	-	-	-	-
36	a9/49ebc9	315135	mapQuery (23)	CACHED	0	2025-01-31 17:25:02.926	1m 5s	60s	-	-	-	-	-
44	ee/1b83ad	315140	mapQuery (31)	CACHED	0	2025-01-31 17:25:39.412	1m 3s	1m	-	-	-	-	-
