task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	90/d89592	315118	runSetup	CACHED	0	2025-01-31 17:22:53.251	1m 4s	1m	-	-	-	-	-
2	5d/f34c53	319771	save_params_to_file	CACHED	0	2025-02-01 12:22:26.272	4.4s	2ms	-	-	-	-	-
3	34/84acef	319770	getCensusAdata	CACHED	0	2025-02-01 12:22:26.235	6m 9s	6m 5s	-	-	-	-	-
11	07/4df296	319780	h5adConvertRefs (1)	CACHED	0	2025-02-01 12:28:36.027	1m 5s	1m	-	-	-	-	-
30	4d/0a30f4	319776	h5adConvertRefs (9)	CACHED	0	2025-02-01 12:28:35.944	1m 5s	1m	-	-	-	-	-
22	58/f82578	319775	h5adConvertRefs (6)	CACHED	0	2025-02-01 12:28:35.925	1m 5s	1m	-	-	-	-	-
17	2f/04eae7	319773	h5adConvertRefs (4)	CACHED	0	2025-02-01 12:28:35.877	1m 5s	1m	-	-	-	-	-
16	ad/04cbbd	319779	h5adConvertRefs (3)	CACHED	0	2025-02-01 12:28:36.007	1m 5s	1m	-	-	-	-	-
32	5c/ffa2f0	319774	h5adConvertRefs (10)	CACHED	0	2025-02-01 12:28:35.904	1m 5s	1m	-	-	-	-	-
14	80/7cd424	319777	h5adConvertRefs (2)	CACHED	0	2025-02-01 12:28:35.969	1m 5s	1m	-	-	-	-	-
19	47/a24b29	319781	h5adConvertRefs (5)	CACHED	0	2025-02-01 12:28:36.048	1m 5s	1m	-	-	-	-	-
57	2c/164351	315139	mapQuery (44)	CACHED	0	2025-01-31 17:25:39.242	1m 3s	1m	-	-	-	-	-
25	7b/843586	319772	h5adConvertRefs (7)	CACHED	0	2025-02-01 12:28:35.765	1m 5s	1m	-	-	-	-	-
23	9e/16aead	315127	mapQuery (14)	CACHED	0	2025-01-31 17:23:58.437	34.3s	30.1s	-	-	-	-	-
13	da/7412bc	315149	mapQuery (9)	CACHED	0	2025-01-31 17:26:42.768	49.8s	45s	-	-	-	-	-
27	91/d58f72	319778	h5adConvertRefs (8)	CACHED	0	2025-02-01 12:28:35.988	1m 5s	1m	-	-	-	-	-
10	15/1239c9	315138	mapQuery (7)	CACHED	0	2025-01-31 17:25:07.980	1m 5s	1m	-	-	-	-	-
26	b5/219034	315161	mapQuery (16)	CACHED	0	2025-01-31 17:28:02.742	1m 5s	1m	-	-	-	-	-
9	b9/72ba41	315129	mapQuery (6)	CACHED	0	2025-01-31 17:23:58.542	1m 9s	1m 5s	-	-	-	-	-
7	72/363018	315148	mapQuery (4)	CACHED	0	2025-01-31 17:26:42.675	49.9s	45s	-	-	-	-	-
15	7e/767361	315133	mapQuery (10)	CACHED	0	2025-01-31 17:24:33.115	1m 5s	1m	-	-	-	-	-
29	f6/8320ca	315159	mapQuery (18)	CACHED	0	2025-01-31 17:27:32.839	1m 5s	1m	-	-	-	-	-
24	23/c0184d	315154	mapQuery (15)	CACHED	0	2025-01-31 17:27:12.854	49.8s	45.1s	-	-	-	-	-
54	b4/93dc55	315126	mapQuery (41)	CACHED	0	2025-01-31 17:23:58.392	34.3s	30s	-	-	-	-	-
12	48/9c5d88	315164	mapQuery (8)	CACHED	0	2025-01-31 17:28:02.953	1m 5s	1m	-	-	-	-	-
43	ef/6bef82	315146	mapQuery (30)	CACHED	0	2025-01-31 17:26:07.934	1m 5s	1m	-	-	-	-	-
55	db/63df58	315141	mapQuery (42)	CACHED	0	2025-01-31 17:25:39.481	1m 3s	1m	-	-	-	-	-
49	b8/6b34ec	315137	mapQuery (36)	CACHED	0	2025-01-31 17:25:07.864	59.8s	55s	-	-	-	-	-
50	2d/ce59b1	315147	mapQuery (37)	CACHED	0	2025-01-31 17:26:12.655	1m 5s	1m	-	-	-	-	-
35	b4/df331a	315124	mapQuery (22)	CACHED	0	2025-01-31 17:23:58.286	1m 4s	1m	-	-	-	-	-
40	60/24d07f	315143	mapQuery (27)	CACHED	0	2025-01-31 17:26:07.670	1m 5s	60s	-	-	-	-	-
28	33/f2ed30	315128	mapQuery (17)	CACHED	0	2025-01-31 17:23:58.490	1m 9s	1m 5s	-	-	-	-	-
48	2e/a533d9	315160	mapQuery (35)	CACHED	0	2025-01-31 17:27:32.889	1m 5s	1m	-	-	-	-	-
41	47/e23d8f	315162	mapQuery (28)	CACHED	0	2025-01-31 17:28:02.826	1m 5s	1m	-	-	-	-	-
34	57/aa2a48	315125	mapQuery (21)	CACHED	0	2025-01-31 17:23:58.348	1m 4s	1m	-	-	-	-	-
6	76/ecba89	315156	mapQuery (3)	CACHED	0	2025-01-31 17:27:17.646	45s	40.1s	-	-	-	-	-
47	1b/d364be	315136	mapQuery (34)	CACHED	0	2025-01-31 17:25:02.989	1m 5s	60s	-	-	-	-	-
20	d8/c65792	315152	mapQuery (12)	CACHED	0	2025-01-31 17:27:12.672	50s	45.1s	-	-	-	-	-
51	2d/b21fe2	315155	mapQuery (38)	CACHED	0	2025-01-31 17:27:12.904	49.8s	45.1s	-	-	-	-	-
53	ee/6ec045	315132	mapQuery (40)	CACHED	0	2025-01-31 17:24:33.054	1m 5s	1m	-	-	-	-	-
52	19/95f66f	315163	mapQuery (39)	CACHED	0	2025-01-31 17:28:02.907	1m 5s	1m	-	-	-	-	-
37	cd/666a7c	315131	mapQuery (24)	CACHED	0	2025-01-31 17:24:32.816	1m 5s	1m	-	-	-	-	-
36	a9/49ebc9	315135	mapQuery (23)	CACHED	0	2025-01-31 17:25:02.926	1m 5s	60s	-	-	-	-	-
5	9b/6cc270	315153	mapQuery (2)	CACHED	0	2025-01-31 17:27:12.792	49.9s	45.1s	-	-	-	-	-
8	b4/04b995	315122	mapQuery (5)	CACHED	0	2025-01-31 17:23:58.134	34.5s	30s	-	-	-	-	-
39	c7/fd1708	315123	mapQuery (26)	CACHED	0	2025-01-31 17:23:58.229	1m 4s	1m	-	-	-	-	-
18	9d/683c1e	315130	mapQuery (11)	CACHED	0	2025-01-31 17:24:32.677	1m 5s	1m	-	-	-	-	-
45	e8/c9043b	315150	mapQuery (32)	CACHED	0	2025-01-31 17:26:42.829	49.8s	45s	-	-	-	-	-
56	60/846d57	315158	mapQuery (43)	CACHED	0	2025-01-31 17:27:32.761	1m 5s	1m	-	-	-	-	-
