ref	query	key	label	auc	optimal threshold
Dissection_Dorsolateral_prefrontal_cortex_DFC	pineda	rachel_subclass	VIP	1.0	0.161762260888817
Dissection_Dorsolateral_prefrontal_cortex_DFC	pineda	rachel_subclass	L6b	0.9591836734693877	0.199610324333024
Dissection_Dorsolateral_prefrontal_cortex_DFC	pineda	rachel_subclass	L5 ET	0.9557894736842105	0.143023117775191
Dissection_Dorsolateral_prefrontal_cortex_DFC	pineda	rachel_subclass	Astrocyte	1.0	0.345065930820354
Dissection_Dorsolateral_prefrontal_cortex_DFC	pineda	rachel_subclass	Endothelial	1.0	0.56776142249243
Dissection_Dorsolateral_prefrontal_cortex_DFC	pineda	rachel_subclass	Microglia	1.0	0.813011640382959
Dissection_Dorsolateral_prefrontal_cortex_DFC	pineda	rachel_subclass	Oligodendrocyte	1.0	0.475172279403533
Dissection_Dorsolateral_prefrontal_cortex_DFC	pineda	rachel_subclass	OPC	1.0	0.629923623534747
Dissection_Dorsolateral_prefrontal_cortex_DFC	pineda	rachel_subclass	L2/3-6 IT	0.9645909645909646	0.145770880889872
Dissection_Dorsolateral_prefrontal_cortex_DFC	pineda	rachel_subclass	PVALB	0.9965635738831615	0.334952511617385
Dissection_Dorsolateral_prefrontal_cortex_DFC	pineda	rachel_subclass	SST	1.0	0.477032008166762
Dissection_Dorsolateral_prefrontal_cortex_DFC	pineda	rachel_subclass	Chandelier	1.0	0.440830094111501
