	assay	cell_type	tissue	tissue_general	suspension_type	disease	dataset_id	development_stage	soma_joinid	soma_joinidy	citation	collection_id	collection_name	collection_doi	dataset_version_id	dataset_title	dataset_h5ad_path	dataset_total_cell_count	rachel_subclass	rachel_class	rachel_family
0	10x 3' v3	corticothalamic-projecting glutamatergic cortical neuron	dorsolateral prefrontal cortex	brain	nucleus	normal	716a4acc-919e-4326-9672-ebe06ede84e6	50-year-old human stage	25888053	702	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/a2e7b6e9-79d5-446d-8fb1-19128c97a48f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	a2e7b6e9-79d5-446d-8fb1-19128c97a48f	Dissection: Dorsolateral prefrontal cortex (DFC)	716a4acc-919e-4326-9672-ebe06ede84e6.h5ad	113339	L6 CT	deep layer non-IT	Glutamatergic
1	10x 3' v3	L5 extratelencephalic projecting glutamatergic cortical neuron	dorsolateral prefrontal cortex	brain	nucleus	normal	716a4acc-919e-4326-9672-ebe06ede84e6	43-year-old human stage	25892551	702	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/a2e7b6e9-79d5-446d-8fb1-19128c97a48f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	a2e7b6e9-79d5-446d-8fb1-19128c97a48f	Dissection: Dorsolateral prefrontal cortex (DFC)	716a4acc-919e-4326-9672-ebe06ede84e6.h5ad	113339	L5 ET	deep layer non-IT	Glutamatergic
2	10x 3' v3	vip GABAergic cortical interneuron	dorsolateral prefrontal cortex	brain	nucleus	normal	6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3	80 year-old and over human stage	73035255	809	Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/b0cbf861-edd3-4add-a09a-c8698ed0cedf.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	b0cbf861-edd3-4add-a09a-c8698ed0cedf	Whole Taxonomy - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD)	6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3.h5ad	1309414	VIP	CGE	GABAergic
3	10x 3' v3	lamp5 GABAergic cortical interneuron	dorsolateral prefrontal cortex	brain	nucleus	normal	6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3	80 year-old and over human stage	73037782	809	Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/b0cbf861-edd3-4add-a09a-c8698ed0cedf.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	b0cbf861-edd3-4add-a09a-c8698ed0cedf	Whole Taxonomy - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD)	6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3.h5ad	1309414	LAMP5	CGE	GABAergic
4	10x 3' v3	caudal ganglionic eminence derived GABAergic cortical interneuron	dorsolateral prefrontal cortex	brain	nucleus	normal	6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3	88-year-old human stage	73064726	809	Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/b0cbf861-edd3-4add-a09a-c8698ed0cedf.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	b0cbf861-edd3-4add-a09a-c8698ed0cedf	Whole Taxonomy - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD)	6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3.h5ad	1309414	CGE	CGE	GABAergic
5	10x 3' v3	oligodendrocyte	dorsolateral prefrontal cortex	brain	nucleus	normal	6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3	80 year-old and over human stage	73108941	809	Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/b0cbf861-edd3-4add-a09a-c8698ed0cedf.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	b0cbf861-edd3-4add-a09a-c8698ed0cedf	Whole Taxonomy - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD)	6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3.h5ad	1309414	Oligodendrocyte	Oligodendrocyte lineage	Non-neuron
6	10x 3' v3	oligodendrocyte precursor cell	dorsolateral prefrontal cortex	brain	nucleus	normal	6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3	80 year-old and over human stage	73113723	809	Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/b0cbf861-edd3-4add-a09a-c8698ed0cedf.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	b0cbf861-edd3-4add-a09a-c8698ed0cedf	Whole Taxonomy - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD)	6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3.h5ad	1309414	OPC	Oligodendrocyte lineage	Non-neuron
7	10x 3' v3	vascular leptomeningeal cell	dorsolateral prefrontal cortex	brain	nucleus	normal	6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3	89-year-old human stage	73115389	809	Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/b0cbf861-edd3-4add-a09a-c8698ed0cedf.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	b0cbf861-edd3-4add-a09a-c8698ed0cedf	Whole Taxonomy - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD)	6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3.h5ad	1309414	VLMC	Vascular	Non-neuron
8	10x 3' v3	vip GABAergic cortical interneuron	dorsolateral prefrontal cortex	brain	nucleus	normal	6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3	80 year-old and over human stage	73137317	809	Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/b0cbf861-edd3-4add-a09a-c8698ed0cedf.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	b0cbf861-edd3-4add-a09a-c8698ed0cedf	Whole Taxonomy - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD)	6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3.h5ad	1309414	VIP	CGE	GABAergic
9	10x 3' v3	oligodendrocyte precursor cell	dorsolateral prefrontal cortex	brain	nucleus	normal	6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3	82-year-old human stage	73142485	809	Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/b0cbf861-edd3-4add-a09a-c8698ed0cedf.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	b0cbf861-edd3-4add-a09a-c8698ed0cedf	Whole Taxonomy - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD)	6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3.h5ad	1309414	OPC	Oligodendrocyte lineage	Non-neuron
10	10x 3' v3	cerebral cortex endothelial cell	dorsolateral prefrontal cortex	brain	nucleus	normal	6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3	80 year-old and over human stage	73152849	809	Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/b0cbf861-edd3-4add-a09a-c8698ed0cedf.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	b0cbf861-edd3-4add-a09a-c8698ed0cedf	Whole Taxonomy - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD)	6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3.h5ad	1309414	Endothelial	Vascular	Non-neuron
