	assay	cell_type	tissue	tissue_general	suspension_type	disease	dataset_id	development_stage	soma_joinid	soma_joinidy	citation	collection_id	collection_name	collection_doi	dataset_version_id	dataset_title	dataset_h5ad_path	dataset_total_cell_count	rachel_subclass	rachel_class	rachel_family
0	10x 3' v3	lamp5 GABAergic cortical interneuron	angular gyrus	brain	nucleus	normal	f5b0810c-1664-4a62-ad06-be1d9964aa8b	29-year-old human stage	25769590	701	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/01afd5b8-21be-4869-a686-1fe94ff6f4d8.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	01afd5b8-21be-4869-a686-1fe94ff6f4d8	Dissection: Angular gyrus (AnG)	f5b0810c-1664-4a62-ad06-be1d9964aa8b.h5ad	110752	LAMP5	CGE	GABAergic
1	10x 3' v3	vip GABAergic cortical interneuron	angular gyrus	brain	nucleus	normal	f5b0810c-1664-4a62-ad06-be1d9964aa8b	29-year-old human stage	25772858	701	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/01afd5b8-21be-4869-a686-1fe94ff6f4d8.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	01afd5b8-21be-4869-a686-1fe94ff6f4d8	Dissection: Angular gyrus (AnG)	f5b0810c-1664-4a62-ad06-be1d9964aa8b.h5ad	110752	VIP	CGE	GABAergic
2	10x 3' v3	near-projecting glutamatergic cortical neuron	angular gyrus	brain	nucleus	normal	f5b0810c-1664-4a62-ad06-be1d9964aa8b	human middle aged stage	25774545	701	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/01afd5b8-21be-4869-a686-1fe94ff6f4d8.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	01afd5b8-21be-4869-a686-1fe94ff6f4d8	Dissection: Angular gyrus (AnG)	f5b0810c-1664-4a62-ad06-be1d9964aa8b.h5ad	110752	L5/6 NP	deep layer non-IT	Glutamatergic
3	10x 3' v3	sst GABAergic cortical interneuron	angular gyrus	brain	nucleus	normal	f5b0810c-1664-4a62-ad06-be1d9964aa8b	29-year-old human stage	25868489	701	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/01afd5b8-21be-4869-a686-1fe94ff6f4d8.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	01afd5b8-21be-4869-a686-1fe94ff6f4d8	Dissection: Angular gyrus (AnG)	f5b0810c-1664-4a62-ad06-be1d9964aa8b.h5ad	110752	SST	MGE	GABAergic
4	Smart-seq v4	pericyte	middle temporal gyrus	brain	nucleus	normal	a5d5c529-8a1f-40b5-bda3-35208970070d	54-year-old human stage	27236621	709	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/77a91ab6-4fcc-428d-b719-a3f1238df262.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	77a91ab6-4fcc-428d-b719-a3f1238df262	Human Multiple Cortical Areas SMART-seq	a5d5c529-8a1f-40b5-bda3-35208970070d.h5ad	49417	Pericyte	Vascular	Non-neuron
5	Smart-seq v4	pericyte	primary visual cortex	brain	nucleus	normal	a5d5c529-8a1f-40b5-bda3-35208970070d	54-year-old human stage	27246818	709	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/77a91ab6-4fcc-428d-b719-a3f1238df262.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	77a91ab6-4fcc-428d-b719-a3f1238df262	Human Multiple Cortical Areas SMART-seq	a5d5c529-8a1f-40b5-bda3-35208970070d.h5ad	49417	Pericyte	Vascular	Non-neuron
6	Smart-seq v4	pericyte	anterior cingulate gyrus	brain	nucleus	normal	a5d5c529-8a1f-40b5-bda3-35208970070d	54-year-old human stage	27251015	709	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/77a91ab6-4fcc-428d-b719-a3f1238df262.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	77a91ab6-4fcc-428d-b719-a3f1238df262	Human Multiple Cortical Areas SMART-seq	a5d5c529-8a1f-40b5-bda3-35208970070d.h5ad	49417	Pericyte	Vascular	Non-neuron
7	Smart-seq v4	pericyte	primary motor cortex	brain	nucleus	normal	a5d5c529-8a1f-40b5-bda3-35208970070d	54-year-old human stage	27260759	709	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/77a91ab6-4fcc-428d-b719-a3f1238df262.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	77a91ab6-4fcc-428d-b719-a3f1238df262	Human Multiple Cortical Areas SMART-seq	a5d5c529-8a1f-40b5-bda3-35208970070d.h5ad	49417	Pericyte	Vascular	Non-neuron
8	Smart-seq v4	pericyte	primary somatosensory cortex	brain	nucleus	normal	a5d5c529-8a1f-40b5-bda3-35208970070d	50-year-old human stage	27268644	709	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/77a91ab6-4fcc-428d-b719-a3f1238df262.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	77a91ab6-4fcc-428d-b719-a3f1238df262	Human Multiple Cortical Areas SMART-seq	a5d5c529-8a1f-40b5-bda3-35208970070d.h5ad	49417	Pericyte	Vascular	Non-neuron
9	Smart-seq v4	sst GABAergic cortical interneuron	primary auditory cortex	brain	nucleus	normal	a5d5c529-8a1f-40b5-bda3-35208970070d	43-year-old human stage	27276389	709	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/77a91ab6-4fcc-428d-b719-a3f1238df262.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	77a91ab6-4fcc-428d-b719-a3f1238df262	Human Multiple Cortical Areas SMART-seq	a5d5c529-8a1f-40b5-bda3-35208970070d.h5ad	49417	SST	MGE	GABAergic
10	10x 3' v3	sncg GABAergic cortical interneuron	primary auditory cortex	brain	nucleus	normal	e2808a6e-e2ea-41b9-b38c-4a08f1677f02	50-year-old human stage	29436716	722	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/4e2221b4-c204-4c28-bc6a-dcdb73c0d856.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	4e2221b4-c204-4c28-bc6a-dcdb73c0d856	Dissection: Primary auditory cortex(A1)	e2808a6e-e2ea-41b9-b38c-4a08f1677f02.h5ad	139054	SNCG	CGE	GABAergic
11	10x 3' v3	sncg GABAergic cortical interneuron	primary auditory cortex	brain	nucleus	normal	e2808a6e-e2ea-41b9-b38c-4a08f1677f02	50-year-old human stage	29437497	722	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/4e2221b4-c204-4c28-bc6a-dcdb73c0d856.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	4e2221b4-c204-4c28-bc6a-dcdb73c0d856	Dissection: Primary auditory cortex(A1)	e2808a6e-e2ea-41b9-b38c-4a08f1677f02.h5ad	139054	SNCG	CGE	GABAergic
12	10x 3' v3	caudal ganglionic eminence derived GABAergic cortical interneuron	primary auditory cortex	brain	nucleus	normal	e2808a6e-e2ea-41b9-b38c-4a08f1677f02	29-year-old human stage	29448858	722	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/4e2221b4-c204-4c28-bc6a-dcdb73c0d856.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	4e2221b4-c204-4c28-bc6a-dcdb73c0d856	Dissection: Primary auditory cortex(A1)	e2808a6e-e2ea-41b9-b38c-4a08f1677f02.h5ad	139054	CGE	CGE	GABAergic
13	10x 3' v3	astrocyte of the cerebral cortex	primary auditory cortex	brain	nucleus	normal	e2808a6e-e2ea-41b9-b38c-4a08f1677f02	50-year-old human stage	29463367	722	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/4e2221b4-c204-4c28-bc6a-dcdb73c0d856.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	4e2221b4-c204-4c28-bc6a-dcdb73c0d856	Dissection: Primary auditory cortex(A1)	e2808a6e-e2ea-41b9-b38c-4a08f1677f02.h5ad	139054	Astrocyte	Astrocyte	Non-neuron
14	10x 3' v3	microglial cell	primary auditory cortex	brain	nucleus	normal	e2808a6e-e2ea-41b9-b38c-4a08f1677f02	42-year-old human stage	29467782	722	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/4e2221b4-c204-4c28-bc6a-dcdb73c0d856.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	4e2221b4-c204-4c28-bc6a-dcdb73c0d856	Dissection: Primary auditory cortex(A1)	e2808a6e-e2ea-41b9-b38c-4a08f1677f02.h5ad	139054	Microglia	Microglia	Non-neuron
15	10x 3' v3	lamp5 GABAergic cortical interneuron	anterior cingulate cortex	brain	nucleus	normal	be401db3-d732-408a-b0c4-71af0458b8ab	42-year-old human stage	29885077	724	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/c662a5b4-2589-4829-965d-87f01f7b7c5f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	c662a5b4-2589-4829-965d-87f01f7b7c5f	Dissection: Anterior cingulate cortex (ACC)	be401db3-d732-408a-b0c4-71af0458b8ab.h5ad	135462	LAMP5	CGE	GABAergic
