	assay	cell_type	tissue	tissue_general	suspension_type	disease	dataset_id	development_stage	soma_joinid	soma_joinidy	citation	collection_id	collection_name	collection_doi	dataset_version_id	dataset_title	dataset_h5ad_path	dataset_total_cell_count	rachel_subclass	rachel_class	rachel_family
0	10x 3' v3	lamp5 GABAergic cortical interneuron	anterior cingulate cortex	brain	nucleus	normal	be401db3-d732-408a-b0c4-71af0458b8ab	29-year-old human stage	29881398	724	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/c662a5b4-2589-4829-965d-87f01f7b7c5f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	c662a5b4-2589-4829-965d-87f01f7b7c5f	Dissection: Anterior cingulate cortex (ACC)	be401db3-d732-408a-b0c4-71af0458b8ab.h5ad	135462	LAMP5	CGE	GABAergic
1	10x 3' v3	caudal ganglionic eminence derived GABAergic cortical interneuron	anterior cingulate cortex	brain	nucleus	normal	be401db3-d732-408a-b0c4-71af0458b8ab	29-year-old human stage	29881626	724	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/c662a5b4-2589-4829-965d-87f01f7b7c5f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	c662a5b4-2589-4829-965d-87f01f7b7c5f	Dissection: Anterior cingulate cortex (ACC)	be401db3-d732-408a-b0c4-71af0458b8ab.h5ad	135462	CGE	CGE	GABAergic
2	10x 3' v3	caudal ganglionic eminence derived GABAergic cortical interneuron	anterior cingulate cortex	brain	nucleus	normal	be401db3-d732-408a-b0c4-71af0458b8ab	29-year-old human stage	29881694	724	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/c662a5b4-2589-4829-965d-87f01f7b7c5f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	c662a5b4-2589-4829-965d-87f01f7b7c5f	Dissection: Anterior cingulate cortex (ACC)	be401db3-d732-408a-b0c4-71af0458b8ab.h5ad	135462	CGE	CGE	GABAergic
3	10x 3' v3	sncg GABAergic cortical interneuron	anterior cingulate cortex	brain	nucleus	normal	be401db3-d732-408a-b0c4-71af0458b8ab	29-year-old human stage	29882177	724	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/c662a5b4-2589-4829-965d-87f01f7b7c5f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	c662a5b4-2589-4829-965d-87f01f7b7c5f	Dissection: Anterior cingulate cortex (ACC)	be401db3-d732-408a-b0c4-71af0458b8ab.h5ad	135462	SNCG	CGE	GABAergic
4	10x 3' v3	vip GABAergic cortical interneuron	anterior cingulate cortex	brain	nucleus	normal	be401db3-d732-408a-b0c4-71af0458b8ab	29-year-old human stage	29883059	724	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/c662a5b4-2589-4829-965d-87f01f7b7c5f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	c662a5b4-2589-4829-965d-87f01f7b7c5f	Dissection: Anterior cingulate cortex (ACC)	be401db3-d732-408a-b0c4-71af0458b8ab.h5ad	135462	VIP	CGE	GABAergic
5	10x 3' v3	vip GABAergic cortical interneuron	anterior cingulate cortex	brain	nucleus	normal	be401db3-d732-408a-b0c4-71af0458b8ab	29-year-old human stage	29883222	724	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/c662a5b4-2589-4829-965d-87f01f7b7c5f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	c662a5b4-2589-4829-965d-87f01f7b7c5f	Dissection: Anterior cingulate cortex (ACC)	be401db3-d732-408a-b0c4-71af0458b8ab.h5ad	135462	VIP	CGE	GABAergic
6	10x 3' v3	vip GABAergic cortical interneuron	anterior cingulate cortex	brain	nucleus	normal	be401db3-d732-408a-b0c4-71af0458b8ab	29-year-old human stage	29883689	724	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/c662a5b4-2589-4829-965d-87f01f7b7c5f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	c662a5b4-2589-4829-965d-87f01f7b7c5f	Dissection: Anterior cingulate cortex (ACC)	be401db3-d732-408a-b0c4-71af0458b8ab.h5ad	135462	VIP	CGE	GABAergic
7	10x 3' v3	lamp5 GABAergic cortical interneuron	anterior cingulate cortex	brain	nucleus	normal	be401db3-d732-408a-b0c4-71af0458b8ab	42-year-old human stage	29885868	724	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/c662a5b4-2589-4829-965d-87f01f7b7c5f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	c662a5b4-2589-4829-965d-87f01f7b7c5f	Dissection: Anterior cingulate cortex (ACC)	be401db3-d732-408a-b0c4-71af0458b8ab.h5ad	135462	LAMP5	CGE	GABAergic
8	10x 3' v3	lamp5 GABAergic cortical interneuron	anterior cingulate cortex	brain	nucleus	normal	be401db3-d732-408a-b0c4-71af0458b8ab	42-year-old human stage	29885955	724	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/c662a5b4-2589-4829-965d-87f01f7b7c5f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	c662a5b4-2589-4829-965d-87f01f7b7c5f	Dissection: Anterior cingulate cortex (ACC)	be401db3-d732-408a-b0c4-71af0458b8ab.h5ad	135462	LAMP5	CGE	GABAergic
9	10x 3' v3	caudal ganglionic eminence derived GABAergic cortical interneuron	anterior cingulate cortex	brain	nucleus	normal	be401db3-d732-408a-b0c4-71af0458b8ab	42-year-old human stage	29886323	724	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/c662a5b4-2589-4829-965d-87f01f7b7c5f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	c662a5b4-2589-4829-965d-87f01f7b7c5f	Dissection: Anterior cingulate cortex (ACC)	be401db3-d732-408a-b0c4-71af0458b8ab.h5ad	135462	CGE	CGE	GABAergic
