ref	query	key	label	auc	optimal threshold
Dissection_Primary_visual_cortexV1	pineda	rachel_subclass	Astrocyte	1.0	0.39
Dissection_Primary_visual_cortexV1	pineda	rachel_subclass	Chandelier	1.0	0.34
Dissection_Primary_visual_cortexV1	pineda	rachel_subclass	L2/3-6 IT	0.8820662768031189	0.13
Dissection_Primary_visual_cortexV1	pineda	rachel_subclass	L5 ET	0.6252631578947369	0.01
Dissection_Primary_visual_cortexV1	pineda	rachel_subclass	L5/6 NP	0.3163265306122449	0.0
Dissection_Primary_visual_cortexV1	pineda	rachel_subclass	L6b	0.7422680412371134	0.16
Dissection_Primary_visual_cortexV1	pineda	rachel_subclass	Microglia	1.0	0.53
Dissection_Primary_visual_cortexV1	pineda	rachel_subclass	OPC	1.0	0.42
Dissection_Primary_visual_cortexV1	pineda	rachel_subclass	Oligodendrocyte	1.0	0.4
Dissection_Primary_visual_cortexV1	pineda	rachel_subclass	PVALB	1.0	0.32
Dissection_Primary_visual_cortexV1	pineda	rachel_subclass	SST	1.0	0.48
Dissection_Primary_visual_cortexV1	pineda	rachel_subclass	VIP	0.9914089347079038	0.13
