query	reference	label	f1_score	weighted_f1	key	cutoff	query_region	ref_region	disease	sex	dev_stage
rosmap	primary_visual_cortex	Pericyte	0.0	0.8954665779355221	subclass	0.0	prefrontal cortex	primary visual cortex			
rosmap	primary_visual_cortex	unknown	nan	0.8954665779355221	subclass	0.0	prefrontal cortex	primary visual cortex			
rosmap	primary_visual_cortex	GABAergic	0.75	0.8954665779355221	subclass	0.0	prefrontal cortex	primary visual cortex			
rosmap	primary_visual_cortex	Non-neuron	nan	0.8954665779355221	subclass	0.0	prefrontal cortex	primary visual cortex			
rosmap	primary_visual_cortex	Glutamatergic	0.9183673469387755	0.8954665779355221	subclass	0.0	prefrontal cortex	primary visual cortex			
rosmap	primary_visual_cortex	OPC	1.0	0.8954665779355221	subclass	0.0	prefrontal cortex	primary visual cortex			
rosmap	primary_visual_cortex	Astrocyte	0.8333333333333334	0.8954665779355221	subclass	0.0	prefrontal cortex	primary visual cortex			
rosmap	primary_visual_cortex	Oligodendrocyte	0.9565217391304348	0.8954665779355221	subclass	0.0	prefrontal cortex	primary visual cortex			
rosmap	primary_visual_cortex	Microglia	1.0	0.8954665779355221	subclass	0.0	prefrontal cortex	primary visual cortex			
rosmap	primary_visual_cortex	VLMC	nan	0.8954665779355221	subclass	0.0	prefrontal cortex	primary visual cortex			
rosmap	primary_visual_cortex	Microglia	1.0	0.905484693877551	class	0.0	prefrontal cortex	primary visual cortex			
rosmap	primary_visual_cortex	unknown	nan	0.905484693877551	class	0.0	prefrontal cortex	primary visual cortex			
rosmap	primary_visual_cortex	Vascular	1.0	0.905484693877551	class	0.0	prefrontal cortex	primary visual cortex			
rosmap	primary_visual_cortex	GABAergic	0.75	0.905484693877551	class	0.0	prefrontal cortex	primary visual cortex			
rosmap	primary_visual_cortex	Non-neuron	nan	0.905484693877551	class	0.0	prefrontal cortex	primary visual cortex			
rosmap	primary_visual_cortex	Glutamatergic	0.9183673469387755	0.905484693877551	class	0.0	prefrontal cortex	primary visual cortex			
rosmap	primary_visual_cortex	Astrocyte	0.8333333333333334	0.905484693877551	class	0.0	prefrontal cortex	primary visual cortex			
rosmap	primary_visual_cortex	Oligodendrocyte lineage	0.9583333333333334	0.905484693877551	class	0.0	prefrontal cortex	primary visual cortex			
rosmap	primary_visual_cortex	unknown	nan	0.919307157645667	family	0.0	prefrontal cortex	primary visual cortex			
rosmap	primary_visual_cortex	Non-neuron	0.9855072463768116	0.919307157645667	family	0.0	prefrontal cortex	primary visual cortex			
rosmap	primary_visual_cortex	Glutamatergic	0.9183673469387755	0.919307157645667	family	0.0	prefrontal cortex	primary visual cortex			
rosmap	primary_visual_cortex	GABAergic	0.75	0.919307157645667	family	0.0	prefrontal cortex	primary visual cortex			
