query	reference	label	f1_score	weighted_f1	key	cutoff	query_region	ref_region	disease	sex	dev_stage
rosmap	anterior_cingulate_cortex	Astrocyte	1.0	0.9243209007741028	subclass	0.0	prefrontal cortex	anterior cingulate cortex			
rosmap	anterior_cingulate_cortex	unknown	nan	0.9243209007741028	subclass	0.0	prefrontal cortex	anterior cingulate cortex			
rosmap	anterior_cingulate_cortex	GABAergic	0.8275862068965517	0.9243209007741028	subclass	0.0	prefrontal cortex	anterior cingulate cortex			
rosmap	anterior_cingulate_cortex	Pericyte	0.0	0.9243209007741028	subclass	0.0	prefrontal cortex	anterior cingulate cortex			
rosmap	anterior_cingulate_cortex	Glutamatergic	0.9183673469387755	0.9243209007741028	subclass	0.0	prefrontal cortex	anterior cingulate cortex			
rosmap	anterior_cingulate_cortex	VLMC	nan	0.9243209007741028	subclass	0.0	prefrontal cortex	anterior cingulate cortex			
rosmap	anterior_cingulate_cortex	Microglia	1.0	0.9243209007741028	subclass	0.0	prefrontal cortex	anterior cingulate cortex			
rosmap	anterior_cingulate_cortex	Oligodendrocyte	1.0	0.9243209007741028	subclass	0.0	prefrontal cortex	anterior cingulate cortex			
rosmap	anterior_cingulate_cortex	OPC	1.0	0.9243209007741028	subclass	0.0	prefrontal cortex	anterior cingulate cortex			
rosmap	anterior_cingulate_cortex	Non-neuron	nan	0.9243209007741028	subclass	0.0	prefrontal cortex	anterior cingulate cortex			
rosmap	anterior_cingulate_cortex	Astrocyte	1.0	0.9343209007741028	class	0.0	prefrontal cortex	anterior cingulate cortex			
rosmap	anterior_cingulate_cortex	unknown	nan	0.9343209007741028	class	0.0	prefrontal cortex	anterior cingulate cortex			
rosmap	anterior_cingulate_cortex	Microglia	1.0	0.9343209007741028	class	0.0	prefrontal cortex	anterior cingulate cortex			
rosmap	anterior_cingulate_cortex	Vascular	1.0	0.9343209007741028	class	0.0	prefrontal cortex	anterior cingulate cortex			
rosmap	anterior_cingulate_cortex	GABAergic	0.8275862068965517	0.9343209007741028	class	0.0	prefrontal cortex	anterior cingulate cortex			
rosmap	anterior_cingulate_cortex	Oligodendrocyte lineage	1.0	0.9343209007741028	class	0.0	prefrontal cortex	anterior cingulate cortex			
rosmap	anterior_cingulate_cortex	Glutamatergic	0.9183673469387755	0.9343209007741028	class	0.0	prefrontal cortex	anterior cingulate cortex			
rosmap	anterior_cingulate_cortex	Non-neuron	nan	0.9343209007741028	class	0.0	prefrontal cortex	anterior cingulate cortex			
rosmap	anterior_cingulate_cortex	GABAergic	0.8275862068965517	0.9154320118852138	family	0.0	prefrontal cortex	anterior cingulate cortex			
rosmap	anterior_cingulate_cortex	unknown	nan	0.9154320118852138	family	0.0	prefrontal cortex	anterior cingulate cortex			
rosmap	anterior_cingulate_cortex	Glutamatergic	0.9183673469387755	0.9154320118852138	family	0.0	prefrontal cortex	anterior cingulate cortex			
rosmap	anterior_cingulate_cortex	Non-neuron	0.9444444444444444	0.9154320118852138	family	0.0	prefrontal cortex	anterior cingulate cortex			
