query	reference	label	f1_score	macro_f1	micro_f1	weighted_f1	key	cutoff
velmeshev_PFC	angular_gyrus	VIP	0.9090909090909091	0.3504863910036324		0.6620927377220481	rachel_subclass	0.0
velmeshev_PFC	angular_gyrus	Glutamatergic	0.125	0.3504863910036324		0.6620927377220481	rachel_subclass	0.0
velmeshev_PFC	angular_gyrus	Microglia	0.8	0.3504863910036324		0.6620927377220481	rachel_subclass	0.0
velmeshev_PFC	angular_gyrus	L6b	nan	0.3504863910036324		0.6620927377220481	rachel_subclass	0.0
velmeshev_PFC	angular_gyrus	SST	0.6666666666666666	0.3504863910036324		0.6620927377220481	rachel_subclass	0.0
velmeshev_PFC	angular_gyrus	Chandelier	nan	0.3504863910036324		0.6620927377220481	rachel_subclass	0.0
velmeshev_PFC	angular_gyrus	OPC	0.9655172413793104	0.3504863910036324		0.6620927377220481	rachel_subclass	0.0
velmeshev_PFC	angular_gyrus	L2/3-6 IT	0.48484848484848486	0.3504863910036324		0.6620927377220481	rachel_subclass	0.0
velmeshev_PFC	angular_gyrus	LAMP5	1.0	0.3504863910036324		0.6620927377220481	rachel_subclass	0.0
velmeshev_PFC	angular_gyrus	L5 ET	nan	0.3504863910036324		0.6620927377220481	rachel_subclass	0.0
velmeshev_PFC	angular_gyrus	Oligodendrocyte	0.9090909090909091	0.3504863910036324		0.6620927377220481	rachel_subclass	0.0
velmeshev_PFC	angular_gyrus	L5/6 NP	0.0	0.3504863910036324		0.6620927377220481	rachel_subclass	0.0
velmeshev_PFC	angular_gyrus	CGE	nan	0.3504863910036324		0.6620927377220481	rachel_subclass	0.0
velmeshev_PFC	angular_gyrus	VLMC	nan	0.3504863910036324		0.6620927377220481	rachel_subclass	0.0
velmeshev_PFC	angular_gyrus	PVALB	0.0	0.3504863910036324		0.6620927377220481	rachel_subclass	0.0
velmeshev_PFC	angular_gyrus	Non-neuron	nan	0.3504863910036324		0.6620927377220481	rachel_subclass	0.0
velmeshev_PFC	angular_gyrus	SNCG	nan	0.3504863910036324		0.6620927377220481	rachel_subclass	0.0
velmeshev_PFC	angular_gyrus	L6 CT	nan	0.3504863910036324		0.6620927377220481	rachel_subclass	0.0
velmeshev_PFC	angular_gyrus	L5 6 NP	nan	0.3504863910036324		0.6620927377220481	rachel_subclass	0.0
velmeshev_PFC	angular_gyrus	Astrocyte	1.0	0.3504863910036324		0.6620927377220481	rachel_subclass	0.0
velmeshev_PFC	angular_gyrus	Endothelial	0.5	0.3504863910036324		0.6620927377220481	rachel_subclass	0.0
velmeshev_PFC	angular_gyrus	Glutamatergic	0.125	0.5690134731578582		0.6983038579067992	rachel_class	0.0
velmeshev_PFC	angular_gyrus	unknown	nan	0.5690134731578582		0.6983038579067992	rachel_class	0.0
velmeshev_PFC	angular_gyrus	Vascular	0.8571428571428571	0.5690134731578582		0.6983038579067992	rachel_class	0.0
velmeshev_PFC	angular_gyrus	Oligodendrocyte lineage	0.9411764705882353	0.5690134731578582		0.6983038579067992	rachel_class	0.0
velmeshev_PFC	angular_gyrus	Non-neuron	nan	0.5690134731578582		0.6983038579067992	rachel_class	0.0
velmeshev_PFC	angular_gyrus	Microglia	0.8	0.5690134731578582		0.6983038579067992	rachel_class	0.0
velmeshev_PFC	angular_gyrus	MGE	1.0	0.5690134731578582		0.6983038579067992	rachel_class	0.0
velmeshev_PFC	angular_gyrus	L2/3-6 IT	0.48484848484848486	0.5690134731578582		0.6983038579067992	rachel_class	0.0
velmeshev_PFC	angular_gyrus	Astrocyte	1.0	0.5690134731578582		0.6983038579067992	rachel_class	0.0
velmeshev_PFC	angular_gyrus	deep layer non-IT	0.11764705882352941	0.5690134731578582		0.6983038579067992	rachel_class	0.0
velmeshev_PFC	angular_gyrus	CGE	0.9333333333333333	0.5690134731578582		0.6983038579067992	rachel_class	0.0
velmeshev_PFC	angular_gyrus	Non-neuron	0.8703703703703703	0.646986531986532		0.8348801346801347	rachel_family	0.0
velmeshev_PFC	angular_gyrus	Glutamatergic	0.7575757575757576	0.646986531986532		0.8348801346801347	rachel_family	0.0
velmeshev_PFC	angular_gyrus	unknown	nan	0.646986531986532		0.8348801346801347	rachel_family	0.0
velmeshev_PFC	angular_gyrus	GABAergic	0.96	0.646986531986532		0.8348801346801347	rachel_family	0.0
