query	reference	label	f1_score	weighted_f1	key	cutoff	query_region	ref_region	disease	sex	dev_stage
rosmap	whole_cortex	Pericyte	0.0	0.9518823529411765	subclass	0.0	prefrontal cortex	multiple regions			
rosmap	whole_cortex	VLMC	nan	0.9518823529411765	subclass	0.0	prefrontal cortex	multiple regions			
rosmap	whole_cortex	Glutamatergic	0.9607843137254902	0.9518823529411765	subclass	0.0	prefrontal cortex	multiple regions			
rosmap	whole_cortex	Astrocyte	1.0	0.9518823529411765	subclass	0.0	prefrontal cortex	multiple regions			
rosmap	whole_cortex	Oligodendrocyte	1.0	0.9518823529411765	subclass	0.0	prefrontal cortex	multiple regions			
rosmap	whole_cortex	OPC	1.0	0.9518823529411765	subclass	0.0	prefrontal cortex	multiple regions			
rosmap	whole_cortex	Microglia	1.0	0.9518823529411765	subclass	0.0	prefrontal cortex	multiple regions			
rosmap	whole_cortex	GABAergic	0.8666666666666667	0.9518823529411765	subclass	0.0	prefrontal cortex	multiple regions			
rosmap	whole_cortex	Vascular	1.0	0.9618823529411764	class	0.0	prefrontal cortex	multiple regions			
rosmap	whole_cortex	Glutamatergic	0.9607843137254902	0.9618823529411764	class	0.0	prefrontal cortex	multiple regions			
rosmap	whole_cortex	Astrocyte	1.0	0.9618823529411764	class	0.0	prefrontal cortex	multiple regions			
rosmap	whole_cortex	Oligodendrocyte lineage	1.0	0.9618823529411764	class	0.0	prefrontal cortex	multiple regions			
rosmap	whole_cortex	Microglia	1.0	0.9618823529411764	class	0.0	prefrontal cortex	multiple regions			
rosmap	whole_cortex	GABAergic	0.8666666666666667	0.9618823529411764	class	0.0	prefrontal cortex	multiple regions			
rosmap	whole_cortex	Glutamatergic	0.9607843137254902	0.9618823529411764	family	0.0	prefrontal cortex	multiple regions			
rosmap	whole_cortex	Non-neuron	1.0	0.9618823529411764	family	0.0	prefrontal cortex	multiple regions			
rosmap	whole_cortex	GABAergic	0.8666666666666667	0.9618823529411764	family	0.0	prefrontal cortex	multiple regions			
