ref	query	key	label	auc	optimal threshold
primary_motor_cortex	nagy	rachel_subclass	L2/3-6 IT	0.7976604345168031	0.0171327616006072
primary_motor_cortex	nagy	rachel_subclass	Astrocyte	0.924914481185861	0.419967664933901
primary_motor_cortex	nagy	rachel_subclass	Microglia	0.8921219625444976	0.120725147949153
primary_motor_cortex	nagy	rachel_subclass	Oligodendrocyte	0.8194032223871104	0.486797636205229
primary_motor_cortex	nagy	rachel_subclass	VIP	0.9871510287714506	0.227024154413143
primary_motor_cortex	nagy	rachel_subclass	Endothelial	0.9	0.422567179529654
primary_motor_cortex	nagy	rachel_subclass	L6 CT	0.5076695371367062	0.0019723881243415
primary_motor_cortex	nagy	rachel_subclass	PVALB	0.9691203992514037	0.588426312307769
primary_motor_cortex	nagy	rachel_subclass	OPC	0.9892241379310345	0.999999999999999
primary_motor_cortex	nagy	rachel_subclass	SST	0.815015015015015	0.0718367841449356
primary_motor_cortex	nagy	rachel_subclass	L5 ET	0.48216379165968853	0.0028707207764158
