ref	query	key	label	auc	optimal threshold
dorsolateral_prefrontal_cortex	velmeshev_ACC	rachel_subclass	VIP	0.8643085836255527	0.0922811419048189
dorsolateral_prefrontal_cortex	velmeshev_ACC	rachel_subclass	LAMP5	0.9994861253854059	1.0
dorsolateral_prefrontal_cortex	velmeshev_ACC	rachel_subclass	Endothelial	0.9324324324324325	0.0153149979418763
dorsolateral_prefrontal_cortex	velmeshev_ACC	rachel_subclass	SST	0.9996694146573276	0.297603227869662
dorsolateral_prefrontal_cortex	velmeshev_ACC	rachel_subclass	L2/3-6 IT	0.9643737908783554	0.320115475903175
dorsolateral_prefrontal_cortex	velmeshev_ACC	rachel_subclass	Astrocyte	0.9898269133743139	0.829539518920103
dorsolateral_prefrontal_cortex	velmeshev_ACC	rachel_subclass	Microglia	0.9966358974358974	0.887900946414335
dorsolateral_prefrontal_cortex	velmeshev_ACC	rachel_subclass	Oligodendrocyte	0.9875176446864287	0.903322895142737
dorsolateral_prefrontal_cortex	velmeshev_ACC	rachel_subclass	OPC	0.9999852226212115	0.476745860746648
dorsolateral_prefrontal_cortex	velmeshev_ACC	rachel_subclass	PVALB	0.970124329937414	0.0254632649034936
