ref	query	key	label	auc	optimal threshold
Human_Multiple_Cortical_Areas_SMART-seq	pineda	rachel_subclass	VIP	1.0	0.0296607033377649
Human_Multiple_Cortical_Areas_SMART-seq	pineda	rachel_subclass	Oligodendrocyte	1.0	1.0
Human_Multiple_Cortical_Areas_SMART-seq	pineda	rachel_subclass	Astrocyte	1.0	0.25281433267835
Human_Multiple_Cortical_Areas_SMART-seq	pineda	rachel_subclass	L6b	0.8278261612021858	0.198331328973312
Human_Multiple_Cortical_Areas_SMART-seq	pineda	rachel_subclass	Microglia	0.9994780793319415	1.0
Human_Multiple_Cortical_Areas_SMART-seq	pineda	rachel_subclass	Endothelial	1.0	1.0
Human_Multiple_Cortical_Areas_SMART-seq	pineda	rachel_subclass	OPC	1.0	1.0
Human_Multiple_Cortical_Areas_SMART-seq	pineda	rachel_subclass	L2/3-6 IT	0.9947124054475279	0.023732684270172
Human_Multiple_Cortical_Areas_SMART-seq	pineda	rachel_subclass	SST	1.0	1.0
Human_Multiple_Cortical_Areas_SMART-seq	pineda	rachel_subclass	L5 ET	0.9206100832244308	0.0503526364952985
Human_Multiple_Cortical_Areas_SMART-seq	pineda	rachel_subclass	PVALB	0.9989310280721324	0.87515856471067
Human_Multiple_Cortical_Areas_SMART-seq	pineda	rachel_subclass	Pericyte	1.0	0.764916483283612
